code,title,prerequisite,prerequisite_link,dept_link
CSYE 7230,Software Engineering,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7230,Software Engineering,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7235,Model-Driven Architecture,INFO 6205,https://catalog.northeastern.edu/search/?P=INFO%206205,/course-descriptions/csye/
CSYE 7270,Building Virtual Environments,,,/course-descriptions/csye/
CSYE 7280,User Experience Design and Testing,CSYE 6200,https://catalog.northeastern.edu/search/?P=CSYE%206200,/course-descriptions/csye/
CSYE 7280,User Experience Design and Testing,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7280,User Experience Design and Testing,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7370,Deep Learning and Reinforcement Learning in Game Engineering,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7370,Deep Learning and Reinforcement Learning in Game Engineering,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7370,Deep Learning and Reinforcement Learning in Game Engineering,CSYE 6200,https://catalog.northeastern.edu/search/?P=CSYE%206200,/course-descriptions/csye/
CSYE 7374,Special Topics in Computer Systems Engineering,,,/course-descriptions/csye/
CSYE 7380,Theory and Practical Applications of AI Generative Modeling,INFO 6205,https://catalog.northeastern.edu/search/?P=INFO%206205,/course-descriptions/csye/
CSYE 7470,Advanced Game Analytics,INFO 6105,https://catalog.northeastern.edu/search/?P=INFO%206105,/course-descriptions/csye/
CSYE 7550,Distributed Intelligent Agents in the Metaverse,CSYE 7270,https://catalog.northeastern.edu/search/?P=CSYE%207270,/course-descriptions/csye/
CSYE 7550,Distributed Intelligent Agents in the Metaverse,INFO 6205,https://catalog.northeastern.edu/search/?P=INFO%206205,/course-descriptions/csye/
CSYE 7945,Master's Project,,,/course-descriptions/csye/
CSYE 7962,Elective,,,/course-descriptions/csye/
CSYE 7976,Directed Study,,,/course-descriptions/csye/
CSYE 7986,Research,,,/course-descriptions/csye/
CSYE 7990,Thesis,,,/course-descriptions/csye/
CSYE 7996,Thesis Continuation - Half-Time,,,/course-descriptions/csye/
CMG 6400,Introduction to Construction Management,,,/course-descriptions/cmg/
CMG 6402,Alternative Project Delivery Methods and Project Controls,,,/course-descriptions/cmg/
CMG 6403,"Safety, Project Risk, and Quality Management",,,/course-descriptions/cmg/
CMG 6405,Construction Law,,,/course-descriptions/cmg/
CMG 6962,Elective,,,/course-descriptions/cmg/
COOP 3945,Co-op Work Experience,,,/course-descriptions/coop/
COOP 3946,Co-op Work Experience--Half Time,,,/course-descriptions/coop/
COOP 3947,Co-op Work Experience Abroad--Half Time,,,/course-descriptions/coop/
COOP 3948,Co-op Work Experience Abroad,,,/course-descriptions/coop/
COOP 3949,Internship Exchange,,,/course-descriptions/coop/
COP 3940,Personal and Career Development,,,/course-descriptions/cop/
COP 3944,Co-op Work Experience - Half-Time,,,/course-descriptions/cop/
COP 3945,Co-op Work Experience—Full Time,,,/course-descriptions/cop/
COP 4946,Global Co-op Work Experience - Full Time,,,/course-descriptions/cop/
COP 5002,Internship,,,/course-descriptions/cop/
COP 6940,Personal and Career Development,,,/course-descriptions/cop/
COP 6945,Co-op Work Experience—Full Time,,,/course-descriptions/cop/
COP 6946,Global Co-op Work Experience—Full Time,,,/course-descriptions/cop/
EXED 1990,Elective,,,/course-descriptions/exed/
EXED 2990,Elective,,,/course-descriptions/exed/
EXED 3990,Elective,,,/course-descriptions/exed/
EXED 4959,Cooperative Education Integrated Experience,,,/course-descriptions/exed/
EXED 4990,Elective,,,/course-descriptions/exed/
EXED 5945,Experiential Integration Seminar,,,/course-descriptions/exed/
EXED 6959,Cooperative Education Integrated Experience,,,/course-descriptions/exed/
EXED 6962,Elective,,,/course-descriptions/exed/
EEAM 1990,Elective,,,/course-descriptions/eeam/
EEAM 2000,Professional Development for Co-op,,,/course-descriptions/eeam/
EEAM 2010,Internship for Career Decision Making,,,/course-descriptions/eeam/
EEAM 2990,Elective,,,/course-descriptions/eeam/
EEAM 3990,Elective,,,/course-descriptions/eeam/
EEAM 4990,Elective,,,/course-descriptions/eeam/
EEAM 6954,Co-op Work Experience - Half-Time,,,/course-descriptions/eeam/
EEAM 6955,Co-op Work Experience Abroad - Half-Time,,,/course-descriptions/eeam/
EEAM 6962,Elective,,,/course-descriptions/eeam/
EEAM 6964,Co-op Work Experience,,,/course-descriptions/eeam/
EEAM 6965,Co-op Work Experience Abroad,,,/course-descriptions/eeam/
EEBA 1990,Elective,,,/course-descriptions/eeba/
EEBA 2945,Internship Experience,,,/course-descriptions/eeba/
EEBA 2948,Internship Experience Abroad,,,/course-descriptions/eeba/
EEBA 2990,Elective,,,/course-descriptions/eeba/
EEBA 3990,Elective,,,/course-descriptions/eeba/
EEBA 4990,Elective,,,/course-descriptions/eeba/
EEBA 6401,Experiential Business Decision Making,,,/course-descriptions/eeba/
EEBA 6402,EXPO Challenge: Sustainability,,,/course-descriptions/eeba/
EEBA 6403,"EXPO Challenge: Diversity, Equity, and Inclusion",,,/course-descriptions/eeba/
EEBA 6404,"Key Developments in Environmental, Social, and Governance Investing",,,/course-descriptions/eeba/
EEBA 6405,"Persuasive Sales, Personal and Professional",,,/course-descriptions/eeba/
EEBA 6406,Managing Operational Disruption in Healthcare,,,/course-descriptions/eeba/
EEBA 6407,Brand Development and Advertising Application,,,/course-descriptions/eeba/
EEBA 6408,Innovation Behaviors,,,/course-descriptions/eeba/
EEBA 6409,Strategy: Successful Internationalization,,,/course-descriptions/eeba/
EEBA 6962,Elective,,,/course-descriptions/eeba/
EESC 1990,Elective,,,/course-descriptions/eesc/
EESC 2000,Professional Development for Co-op,,,/course-descriptions/eesc/
EESC 2990,Elective,,,/course-descriptions/eesc/
EESC 3000,"Values, Ethics, and Professionalism in the Sciences",,,/course-descriptions/eesc/
EESC 3990,Elective,,,/course-descriptions/eesc/
EESC 4990,Elective,,,/course-descriptions/eesc/
EESC 6400,Pre-co-op Work Experience,,,/course-descriptions/eesc/
EESC 6500,Professional Development for Co-op,,,/course-descriptions/eesc/
EESC 6954,Co-op Work Experience - Half-Time,,,/course-descriptions/eesc/
EESC 6962,Elective,,,/course-descriptions/eesc/
EESC 6964,Co-op Work Experience,,,/course-descriptions/eesc/
EESC 6965,Co-op Work Experience Abroad,,,/course-descriptions/eesc/
EESC 9700,Dissertation Fieldwork,,,/course-descriptions/eesc/
EESC 9701,Dissertation Fieldwork - Half-Time,,,/course-descriptions/eesc/
EESH 1990,Elective,,,/course-descriptions/eesh/
EESH 2000,Professional Development for Co-op,,,/course-descriptions/eesh/
EESH 2990,Elective,,,/course-descriptions/eesh/
EESH 2994,Internship,,,/course-descriptions/eesh/
EESH 3990,Elective,,,/course-descriptions/eesh/
EESH 4990,Elective,,,/course-descriptions/eesh/
EESH 6962,Elective,,,/course-descriptions/eesh/
INNO 1990,Elective,,,/course-descriptions/inno/
INNO 2206,Global Social Enterprise,,,/course-descriptions/inno/
INNO 2301,Innovation!,,,/course-descriptions/inno/
INNO 2304,Industry Disruption and Corporate Transformation,,,/course-descriptions/inno/
INNO 2414,Social Responsibility of Business in an Age of Inequality,,,/course-descriptions/inno/
INNO 2990,Elective,,,/course-descriptions/inno/
INNO 3308,Business Economic History of South Africa,,,/course-descriptions/inno/
INNO 3335,Product Innovation and Portfolio Management,,,/course-descriptions/inno/
INNO 3520,Impact Investing and Social Finance,,,/course-descriptions/inno/
INNO 3990,Elective,,,/course-descriptions/inno/
INNO 4225,"Growth, Acquisitions, and Alliances",,,/course-descriptions/inno/
INNO 4504,Integrated Studies in Corporate Innovation,INNO 2301,https://catalog.northeastern.edu/search/?P=INNO%202301,/course-descriptions/inno/
INNO 4506,Integrated Studies in Social Innovation and Entrepreneurship,,,/course-descriptions/inno/
INNO 4983,Special Topics in Innovation,,,/course-descriptions/inno/
INNO 4990,Elective,,,/course-descriptions/inno/
INNO 6200,Enterprise Growth and Innovation,,,/course-descriptions/inno/
INNO 6217,Lean Innovation,,,/course-descriptions/inno/
INNO 6222,"Competing in Dynamic, Innovation-Driven Markets",,,/course-descriptions/inno/
INNO 6225,"Acquisitions, Alliances, and Growth",,,/course-descriptions/inno/
INNO 6226,Leading Digital Transformation in Organizations,,,/course-descriptions/inno/
INNO 6227,Digital Bias in Business,,,/course-descriptions/inno/
INNO 6230,Platform Innovation,,,/course-descriptions/inno/
INNO 6240,Strategic Disruption Residency 1,,,/course-descriptions/inno/
INNO 6241,Strategic Disruption Residency 2,INNO 6240,https://catalog.northeastern.edu/search/?P=INNO%206240,/course-descriptions/inno/
INNO 6242,Strategic Disruption Residency 3,INNO 6241,https://catalog.northeastern.edu/search/?P=INNO%206241,/course-descriptions/inno/
INNO 6250,Integrated and Applied Technology Leadership Project,,,/course-descriptions/inno/
INNO 6252,Business Opportunities in Sustainable Smart City Initiatives,,,/course-descriptions/inno/
INNO 6253,Managing the Metaverse,,,/course-descriptions/inno/
INNO 6254,Technology and the Law,,,/course-descriptions/inno/
INNO 6300,Managing a Technology-Based Business,,,/course-descriptions/inno/
INNO 6318,Innovation Driven Strategy,,,/course-descriptions/inno/
INNO 6401,Blockchain AI and IT,,,/course-descriptions/inno/
INNO 6402,Creating Value in the Experience Economy,,,/course-descriptions/inno/
INNO 6403,Cybersecurity Response Policy and Practice,,,/course-descriptions/inno/
INNO 6404,Database Platform Design,,,/course-descriptions/inno/
INNO 6405,Enterprise Information Security: Threats and Defenses,,,/course-descriptions/inno/
INNO 6406,Leading Disruptive Change in a Digital Economy,,,/course-descriptions/inno/
INNO 6408,Raising Capital,,,/course-descriptions/inno/
INNO 6962,Elective,,,/course-descriptions/inno/
CAEP 1280,Introduction to Mindfulness,,,/course-descriptions/caep/
CAEP 1290,Personal Behavior Change,,,/course-descriptions/caep/
CAEP 1990,Elective,,,/course-descriptions/caep/
CAEP 2012,Health Psychology: An Introduction,,,/course-descriptions/caep/
CAEP 2030,Education and Learning in Ghana,,,/course-descriptions/caep/
CAEP 2040,Higher Education in Ghana,,,/course-descriptions/caep/
CAEP 2050,"Health Systems, Services, and Education in Ghana",,,/course-descriptions/caep/
CAEP 2060,Health and Well-Being in Ghana,,,/course-descriptions/caep/
CAEP 2101,Behavioral Assessment and Treatment of Health Problems in the 21st Century,,,/course-descriptions/caep/
CAEP 2105,College Student Mental Health,,,/course-descriptions/caep/
CAEP 2106,History and Systems of Psychology,,,/course-descriptions/caep/
CAEP 2107,Introduction to School Psychology,,,/course-descriptions/caep/
CAEP 2280,"The Yoga Tradition in Nepal: Philosophy, Methods, and Practice",,,/course-descriptions/caep/
CAEP 2290,"The Yoga Tradition: Philosophy, Methods, and Practice",,,/course-descriptions/caep/
CAEP 2460,Special Education,,,/course-descriptions/caep/
CAEP 2899,Introduction to College Student Development and Student Affairs,,,/course-descriptions/caep/
CAEP 2990,Elective,,,/course-descriptions/caep/
CAEP 2991,Research in Counseling and Applied Educational Psychology,,,/course-descriptions/caep/
CAEP 3000,Contemporary College Student Activism,,,/course-descriptions/caep/
CAEP 3200,Childhood Adversity and College Attainment,,,/course-descriptions/caep/
CAEP 3310,Say It Loud: The Black Power Movement and Higher Education,,,/course-descriptions/caep/
CAEP 3480,Counseling Theories and Practice,,,/course-descriptions/caep/
CAEP 3485,Mental Health and Counseling,,,/course-descriptions/caep/
CAEP 3899,Relationships in College,,,/course-descriptions/caep/
CAEP 3990,Elective,,,/course-descriptions/caep/
CAEP 4505,Human Sexuality,BIOL 1113,https://catalog.northeastern.edu/search/?P=BIOL%201113,/course-descriptions/caep/
CAEP 4505,Human Sexuality,BIOL 1147,https://catalog.northeastern.edu/search/?P=BIOL%201147,/course-descriptions/caep/
CAEP 4505,Human Sexuality,CAEP 2012,https://catalog.northeastern.edu/search/?P=CAEP%202012,/course-descriptions/caep/
CAEP 4525,Introduction to Professional Psychology,,,/course-descriptions/caep/
CAEP 4990,Elective,,,/course-descriptions/caep/
CAEP 4991,Research,,,/course-descriptions/caep/
CAEP 4992,Directed Study,,,/course-descriptions/caep/
CAEP 5150,Early Intervention: Family Systems,,,/course-descriptions/caep/
CAEP 5151,"Early Intervention: Infant and Toddler Development, Risk, and Disability",,,/course-descriptions/caep/
CAEP 5153,Early Intervention: Assessment and Intervention,,,/course-descriptions/caep/
CAEP 5330,Applied Animal Behavior Analysis,,,/course-descriptions/caep/
CAEP 5876,Mental Health Education and Program Planning,,,/course-descriptions/caep/
CAEP 5877,Research Methods in Applied Psychology,,,/course-descriptions/caep/
CAEP 5878,Pediatric Psychology,,,/course-descriptions/caep/
CAEP 5879,Trauma and Mental Health,,,/course-descriptions/caep/
CAEP 6100,Prevention and Intervention: Evidence-Based Practices,,,/course-descriptions/caep/
CAEP 6110,Etiology-Psychopathology Across the Life Span,,,/course-descriptions/caep/
CAEP 6200,Introduction to Counseling: Theory and Process in an Ecological Context,,,/course-descriptions/caep/
CAEP 6201,Introduction to Assessment,,,/course-descriptions/caep/
CAEP 6202,"Research, Evaluation, and Data Analysis",,,/course-descriptions/caep/
CAEP 6203,Understanding Culture and Diversity,,,/course-descriptions/caep/
CAEP 6206,Learning Principles,,,/course-descriptions/caep/
CAEP 6218,"Infant, Child, and Adolescent Development",,,/course-descriptions/caep/
CAEP 6220,Development Across the Life Span,,,/course-descriptions/caep/
CAEP 6222,Human Sexuality,,,/course-descriptions/caep/
CAEP 6235,"Vocational, Education, and Career Development",,,/course-descriptions/caep/
CAEP 6242,Psychopathology: Diagnosis and Treatment Planning,CAEP 6200,https://catalog.northeastern.edu/search/?P=CAEP%206200,/course-descriptions/caep/
CAEP 6247,Child and Adolesent Psychopathology,,,/course-descriptions/caep/
CAEP 6250,Individual Interventions,,,/course-descriptions/caep/
CAEP 6260,Community Counseling Psychology,,,/course-descriptions/caep/
CAEP 6282,Ethics and Professional Development,,,/course-descriptions/caep/
CAEP 6283,Brief Therapies,CAEP 6200,https://catalog.northeastern.edu/search/?P=CAEP%206200,/course-descriptions/caep/
CAEP 6286,Family Counseling Interventions,CAEP 6200,https://catalog.northeastern.edu/search/?P=CAEP%206200,/course-descriptions/caep/
CAEP 6287,Group Counseling,,,/course-descriptions/caep/
CAEP 6324,Programmed Learning,CAEP 6331,https://catalog.northeastern.edu/search/?P=CAEP%206331,/course-descriptions/caep/
CAEP 6326,Behavioral Concepts and Principles,,,/course-descriptions/caep/
CAEP 6327,Behavior Assessment,CAEP 6326,https://catalog.northeastern.edu/search/?P=CAEP%206326,/course-descriptions/caep/
CAEP 6327,Behavior Assessment,CAEP 6326,https://catalog.northeastern.edu/search/?P=CAEP%206326,/course-descriptions/caep/
CAEP 6327,Behavior Assessment,CAEP 6326,https://catalog.northeastern.edu/search/?P=CAEP%206326,/course-descriptions/caep/
CAEP 6327,Behavior Assessment,CAEP 6329,https://catalog.northeastern.edu/search/?P=CAEP%206329,/course-descriptions/caep/
CAEP 6327,Behavior Assessment,CAEP 6329,https://catalog.northeastern.edu/search/?P=CAEP%206329,/course-descriptions/caep/
CAEP 6327,Behavior Assessment,CAEP 6329,https://catalog.northeastern.edu/search/?P=CAEP%206329,/course-descriptions/caep/
CAEP 6328,Single-Case Research Design,,,/course-descriptions/caep/
CAEP 6329,Ethics for Behavior Analysts,,,/course-descriptions/caep/
CAEP 6331,Advanced Learning Seminar 1,CAEP 6326,https://catalog.northeastern.edu/search/?P=CAEP%206326,/course-descriptions/caep/
CAEP 6331,Advanced Learning Seminar 1,CAEP 6326,https://catalog.northeastern.edu/search/?P=CAEP%206326,/course-descriptions/caep/
CAEP 6331,Advanced Learning Seminar 1,CAEP 6326,https://catalog.northeastern.edu/search/?P=CAEP%206326,/course-descriptions/caep/
CAEP 6331,Advanced Learning Seminar 1,CAEP 6328,https://catalog.northeastern.edu/search/?P=CAEP%206328,/course-descriptions/caep/
CAEP 6331,Advanced Learning Seminar 1,CAEP 6328,https://catalog.northeastern.edu/search/?P=CAEP%206328,/course-descriptions/caep/
CAEP 6331,Advanced Learning Seminar 1,CAEP 6328,https://catalog.northeastern.edu/search/?P=CAEP%206328,/course-descriptions/caep/
